vehicle_slug,vehicle_name,wiki_image_url,wiki_url,checked_at,status,error
germ_marder_clovis,CLOVIS,https://static.encyclopedia.warthunder.com/images/germ_marder_clovis.png,https://wiki.warthunder.com/unit/germ_marder_clovis,2026-07-02T18:39:42.302268+00:00,ok,
germ_marder_df_105,DF105,https://static.encyclopedia.warthunder.com/images/germ_marder_df_105.png,https://wiki.warthunder.com/unit/germ_marder_df_105,2026-07-02T18:39:44.832657+00:00,ok,
germ_mkpz_m47,mKPz M47 G,https://static.encyclopedia.warthunder.com/images/germ_mkpz_m47.png,https://wiki.warthunder.com/unit/germ_mkpz_m47,2026-07-02T18:39:46.845255+00:00,ok,
germ_mkpz_m48a2c,M48A2 C,https://static.encyclopedia.warthunder.com/images/germ_mkpz_m48a2c.png,https://wiki.warthunder.com/unit/germ_mkpz_m48a2c,2026-07-02T18:39:49.519558+00:00,ok,
germ_mkpz_m48a2ga2,M48A2 G A2,https://static.encyclopedia.warthunder.com/images/germ_mkpz_m48a2ga2.png,https://wiki.warthunder.com/unit/germ_mkpz_m48a2ga2,2026-07-02T18:39:52.100379+00:00,ok,
germ_mkpz_super_m48,M48 Super,https://static.encyclopedia.warthunder.com/images/germ_mkpz_super_m48.png,https://wiki.warthunder.com/unit/germ_mkpz_super_m48,2026-07-02T18:39:54.670355+00:00,ok,
germ_nbfz_VI,Nb.Fz.,https://static.encyclopedia.warthunder.com/images/germ_nbfz_vi.png,https://wiki.warthunder.com/unit/germ_nbfz_VI,2026-07-02T18:39:56.572106+00:00,ok,
germ_panther_II,Panther II,https://static.encyclopedia.warthunder.com/images/germ_panther_ii.png,https://wiki.warthunder.com/unit/germ_panther_II,2026-07-02T18:39:58.932581+00:00,ok,
germ_panzerbefelhswagen_IV_ausf_J,Pz.Bfw.IV,https://static.encyclopedia.warthunder.com/images/germ_panzerbefelhswagen_iv_ausf_j.png,https://wiki.warthunder.com/unit/germ_panzerbefelhswagen_IV_ausf_J,2026-07-02T18:40:00.924437+00:00,ok,
germ_panzerbefelhswagen_VI_P,Pz.Bfw.VI (P),https://static.encyclopedia.warthunder.com/images/germ_panzerbefelhswagen_vi_p.png,https://wiki.warthunder.com/unit/germ_panzerbefelhswagen_VI_P,2026-07-02T18:40:03.420840+00:00,ok,
germ_panzerbefelhswagen_jagdpanther,Bfw. Jagdpanther G1,https://static.encyclopedia.warthunder.com/images/germ_panzerbefelhswagen_jagdpanther.png,https://wiki.warthunder.com/unit/germ_panzerbefelhswagen_jagdpanther,2026-07-02T18:40:05.628254+00:00,ok,
germ_panzerjager_1,Panzerjäger I,https://static.encyclopedia.warthunder.com/images/germ_panzerjager_1.png,https://wiki.warthunder.com/unit/germ_panzerjager_1,2026-07-02T18:40:08.366775+00:00,ok,
germ_panzerjager_nashorn,Nashorn,https://static.encyclopedia.warthunder.com/images/germ_panzerjager_nashorn.png,https://wiki.warthunder.com/unit/germ_panzerjager_nashorn,2026-07-02T18:40:10.860068+00:00,ok,
germ_panzerjager_panther,Jagdpanther G1,https://static.encyclopedia.warthunder.com/images/germ_panzerjager_panther.png,https://wiki.warthunder.com/unit/germ_panzerjager_panther,2026-07-02T18:40:12.811117+00:00,ok,
germ_panzerjager_tiger,Jagdtiger,https://static.encyclopedia.warthunder.com/images/germ_panzerjager_tiger.png,https://wiki.warthunder.com/unit/germ_panzerjager_tiger,2026-07-02T18:40:15.078440+00:00,ok,
germ_panzerjager_tiger_P_elefant,Elefant,https://static.encyclopedia.warthunder.com/images/germ_panzerjager_tiger_p_elefant.png,https://wiki.warthunder.com/unit/germ_panzerjager_tiger_P_elefant,2026-07-02T18:40:17.047736+00:00,ok,
germ_panzerjager_tiger_P_ferdinand,Ferdinand,https://static.encyclopedia.warthunder.com/images/germ_panzerjager_tiger_p_ferdinand.png,https://wiki.warthunder.com/unit/germ_panzerjager_tiger_P_ferdinand,2026-07-02T18:40:19.331275+00:00,ok,
germ_panzerwerfer_42,15 cm Pz.W.42,https://static.encyclopedia.warthunder.com/images/germ_panzerwerfer_42.png,https://wiki.warthunder.com/unit/germ_panzerwerfer_42,2026-07-02T18:40:21.991841+00:00,ok,
germ_pz_IV_L70,Panzer IV/70(V),https://static.encyclopedia.warthunder.com/images/germ_pz_iv_l70.png,https://wiki.warthunder.com/unit/germ_pz_IV_L70,2026-07-02T18:40:24.298948+00:00,ok,
germ_pz_IV_L70_A,Panzer IV/70(A),https://static.encyclopedia.warthunder.com/images/germ_pz_iv_l70_a.png,https://wiki.warthunder.com/unit/germ_pz_IV_L70_A,2026-07-02T18:40:26.310597+00:00,ok,
germ_pzh_2000,PzH 2000,https://static.encyclopedia.warthunder.com/images/germ_pzh_2000.png,https://wiki.warthunder.com/unit/germ_pzh_2000,2026-07-02T18:40:28.743122+00:00,ok,
germ_pzkpfw_35t,Pz.35(t),https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_35t.png,https://wiki.warthunder.com/unit/germ_pzkpfw_35t,2026-07-02T18:40:30.707767+00:00,ok,
germ_pzkpfw_38t_Aufklarungspanzer,Sd.Kfz. 140/1,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_38t_aufklarungspanzer.png,https://wiki.warthunder.com/unit/germ_pzkpfw_38t_Aufklarungspanzer,2026-07-02T18:40:32.579864+00:00,ok,
germ_pzkpfw_38t_Marder_III,Marder III,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_38t_marder_iii.png,https://wiki.warthunder.com/unit/germ_pzkpfw_38t_Marder_III,2026-07-02T18:40:34.496378+00:00,ok,
germ_pzkpfw_38t_Marder_III_ausf_H,Marder III H,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_38t_marder_iii_ausf_h.png,https://wiki.warthunder.com/unit/germ_pzkpfw_38t_Marder_III_ausf_H,2026-07-02T18:40:36.653834+00:00,ok,
germ_pzkpfw_38t_ausf_A,Pz.38(t) A,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_38t_ausf_a.png,https://wiki.warthunder.com/unit/germ_pzkpfw_38t_ausf_A,2026-07-02T18:40:39.143493+00:00,ok,
germ_pzkpfw_38t_ausf_F,Pz.38(t) F,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_38t_ausf_f.png,https://wiki.warthunder.com/unit/germ_pzkpfw_38t_ausf_F,2026-07-02T18:40:41.465661+00:00,ok,
germ_pzkpfw_38t_na,Pz.38(t) n.A.,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_38t_na.png,https://wiki.warthunder.com/unit/germ_pzkpfw_38t_na,2026-07-02T18:40:43.988880+00:00,ok,
germ_pzkpfw_III_ausf_B,Pz.III B,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_b.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_B,2026-07-02T18:40:46.084208+00:00,ok,
germ_pzkpfw_III_ausf_E,Pz.III E,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_e.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_E,2026-07-02T18:40:48.461104+00:00,ok,
germ_pzkpfw_III_ausf_F,Pz.III F,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_f.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_F,2026-07-02T18:40:50.821002+00:00,ok,
germ_pzkpfw_III_ausf_J,Pz.III J1,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_j.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_J,2026-07-02T18:40:53.465074+00:00,ok,
germ_pzkpfw_III_ausf_J_L42,Pz.III J,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_j_l42.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_J_L42,2026-07-02T18:40:56.042830+00:00,ok,
germ_pzkpfw_III_ausf_J_td,Pz.III J1 TD,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_j_td.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_J_td,2026-07-02T18:40:58.419270+00:00,ok,
germ_pzkpfw_III_ausf_L,Pz.III L,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_l.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_L,2026-07-02T18:41:00.353331+00:00,ok,
germ_pzkpfw_III_ausf_M,Pz.III M,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_m.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_M,2026-07-02T18:41:02.508238+00:00,ok,
germ_pzkpfw_III_ausf_N,Pz.III N,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iii_ausf_n.png,https://wiki.warthunder.com/unit/germ_pzkpfw_III_ausf_N,2026-07-02T18:41:04.999986+00:00,ok,
germ_pzkpfw_II_ausf_C,Pz.II C,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_ii_ausf_c.png,https://wiki.warthunder.com/unit/germ_pzkpfw_II_ausf_C,2026-07-02T18:41:08.424658+00:00,ok,
germ_pzkpfw_II_ausf_C_DAK,Pz.II С (DAK),https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_ii_ausf_c_dak.png,https://wiki.warthunder.com/unit/germ_pzkpfw_II_ausf_C_DAK,2026-07-02T18:41:10.717900+00:00,ok,
germ_pzkpfw_II_ausf_C_td,Pz.II C TD,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_ii_ausf_c_td.png,https://wiki.warthunder.com/unit/germ_pzkpfw_II_ausf_C_td,2026-07-02T18:41:12.663220+00:00,ok,
germ_pzkpfw_II_ausf_F,Pz.II F,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_ii_ausf_f.png,https://wiki.warthunder.com/unit/germ_pzkpfw_II_ausf_F,2026-07-02T18:41:14.705692+00:00,ok,
germ_pzkpfw_II_ausf_H,Pz.II H,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_ii_ausf_h.png,https://wiki.warthunder.com/unit/germ_pzkpfw_II_ausf_H,2026-07-02T18:41:17.059760+00:00,ok,
germ_pzkpfw_IV_ausf_C,Pz.IV C,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_c.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_C,2026-07-02T18:41:19.606374+00:00,ok,
germ_pzkpfw_IV_ausf_E,Pz.IV E,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_e.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_E,2026-07-02T18:41:22.148818+00:00,ok,
germ_pzkpfw_IV_ausf_F,Pz.IV F1,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_f.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_F,2026-07-02T18:41:24.740535+00:00,ok,
germ_pzkpfw_IV_ausf_F2,Pz.IV F2,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_f2.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_F2,2026-07-02T18:41:26.758564+00:00,ok,
germ_pzkpfw_IV_ausf_G,Pz.IV G,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_g.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_G,2026-07-02T18:41:28.692823+00:00,ok,
germ_pzkpfw_IV_ausf_H,Pz.IV H,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_h.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_H,2026-07-02T18:41:30.761294+00:00,ok,
germ_pzkpfw_IV_ausf_J,Pz.IV J,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_iv_ausf_j.png,https://wiki.warthunder.com/unit/germ_pzkpfw_IV_ausf_J,2026-07-02T18:41:33.063087+00:00,ok,
germ_pzkpfw_Maus,Maus,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_maus.png,https://wiki.warthunder.com/unit/germ_pzkpfw_Maus,2026-07-02T18:41:35.231997+00:00,ok,
germ_pzkpfw_VI_ausf_b_tiger_IIh,Tiger II (H),https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_b_tiger_iih.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_b_tiger_IIh,2026-07-02T18:41:37.158320+00:00,ok,
germ_pzkpfw_VI_ausf_b_tiger_IIh_kwk46,Tiger II (10.5 cm Kw.K),https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_b_tiger_iih_kwk46.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_b_tiger_IIh_kwk46,2026-07-02T18:41:39.693972+00:00,ok,
germ_pzkpfw_VI_ausf_b_tiger_IIh_sla,Tiger II (H) Sla.16,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_b_tiger_iih_sla.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_b_tiger_IIh_sla,2026-07-02T18:41:42.075046+00:00,ok,
germ_pzkpfw_VI_ausf_b_tiger_IIp,Tiger II (P),https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_b_tiger_iip.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_b_tiger_IIp,2026-07-02T18:41:44.261731+00:00,ok,
germ_pzkpfw_VI_ausf_e_tiger,Tiger E,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_e_tiger.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_e_tiger,2026-07-02T18:41:46.687946+00:00,ok,
germ_pzkpfw_VI_ausf_h1_tiger,Tiger H1,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_h1_tiger.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_h1_tiger,2026-07-02T18:41:48.642066+00:00,ok,
germ_pzkpfw_VI_ausf_h1_tiger_animal_version,␠Tiger,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_h1_tiger_animal_version.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_h1_tiger_animal_version,2026-07-02T18:41:51.104386+00:00,ok,
germ_pzkpfw_VI_ausf_h1_tiger_east,Tiger Ost,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_h1_tiger_east.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_h1_tiger_east,2026-07-02T18:41:53.236034+00:00,ok,
germ_pzkpfw_VI_ausf_h1_tiger_west,Tiger West,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_ausf_h1_tiger_west.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_ausf_h1_tiger_west,2026-07-02T18:41:55.277179+00:00,ok,
germ_pzkpfw_VI_tiger_P,VK 45.01 (P),https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_vi_tiger_p.png,https://wiki.warthunder.com/unit/germ_pzkpfw_VI_tiger_P,2026-07-02T18:41:57.318028+00:00,ok,
germ_pzkpfw_V_ausf_a_panther,Panther A,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_v_ausf_a_panther.png,https://wiki.warthunder.com/unit/germ_pzkpfw_V_ausf_a_panther,2026-07-02T18:42:00.079610+00:00,ok,
germ_pzkpfw_V_ausf_d_panther,Panther D,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_v_ausf_d_panther.png,https://wiki.warthunder.com/unit/germ_pzkpfw_V_ausf_d_panther,2026-07-02T18:42:02.583579+00:00,ok,
germ_pzkpfw_V_ausf_f_panther,Panther F,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_v_ausf_f_panther.png,https://wiki.warthunder.com/unit/germ_pzkpfw_V_ausf_f_panther,2026-07-02T18:42:05.320395+00:00,ok,
germ_pzkpfw_V_ausf_g_panther,Panther G,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_v_ausf_g_panther.png,https://wiki.warthunder.com/unit/germ_pzkpfw_V_ausf_g_panther,2026-07-02T18:42:07.914631+00:00,ok,
germ_pzkpfw_V_ersatz_m10,Ersatz M10,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_v_ersatz_m10.png,https://wiki.warthunder.com/unit/germ_pzkpfw_V_ersatz_m10,2026-07-02T18:42:10.577032+00:00,ok,
germ_pzkpfw_e_100,E-100,https://static.encyclopedia.warthunder.com/images/germ_pzkpfw_e_100.png,https://wiki.warthunder.com/unit/germ_pzkpfw_e_100,2026-07-02T18:42:13.092315+00:00,ok,
germ_pzsfl_IVa_dickermax,Dicker Max,https://static.encyclopedia.warthunder.com/images/germ_pzsfl_iva_dickermax.png,https://wiki.warthunder.com/unit/germ_pzsfl_IVa_dickermax,2026-07-02T18:42:15.503496+00:00,ok,
germ_pzsflk40_sturer_emil,Sturer Emil,https://static.encyclopedia.warthunder.com/images/germ_pzsflk40_sturer_emil.png,https://wiki.warthunder.com/unit/germ_pzsflk40_sturer_emil,2026-07-02T18:42:17.812293+00:00,ok,
germ_radpanzer_90,Radkampfwagen 90,https://static.encyclopedia.warthunder.com/images/germ_radpanzer_90.png,https://wiki.warthunder.com/unit/germ_radpanzer_90,2026-07-02T18:42:20.020119+00:00,ok,
germ_raketenjagdpanzer_2,RakJPz 2,https://static.encyclopedia.warthunder.com/images/germ_raketenjagdpanzer_2.png,https://wiki.warthunder.com/unit/germ_raketenjagdpanzer_2,2026-07-02T18:42:21.994178+00:00,ok,
germ_raketenjagdpanzer_2_hot,RakJPz 2 (HOT),https://static.encyclopedia.warthunder.com/images/germ_raketenjagdpanzer_2_hot.png,https://wiki.warthunder.com/unit/germ_raketenjagdpanzer_2_hot,2026-07-02T18:42:24.489153+00:00,ok,
germ_ru251,Ru 251,https://static.encyclopedia.warthunder.com/images/germ_ru251.png,https://wiki.warthunder.com/unit/germ_ru251,2026-07-02T18:42:26.847018+00:00,ok,
germ_schutzenpanzer_puma,PUMA,https://static.encyclopedia.warthunder.com/images/germ_schutzenpanzer_puma.png,https://wiki.warthunder.com/unit/germ_schutzenpanzer_puma,2026-07-02T18:42:28.965586+00:00,ok,
germ_schutzenpanzer_puma_vjtf,PUMA VJTF,https://static.encyclopedia.warthunder.com/images/germ_schutzenpanzer_puma_vjtf.png,https://wiki.warthunder.com/unit/germ_schutzenpanzer_puma_vjtf,2026-07-02T18:42:31.371830+00:00,ok,
germ_sdkfz_221_s_pz_b_41,Sd.Kfz.221 (s.Pz.B.41),https://static.encyclopedia.warthunder.com/images/germ_sdkfz_221_s_pz_b_41.png,https://wiki.warthunder.com/unit/germ_sdkfz_221_s_pz_b_41,2026-07-02T18:42:33.933395+00:00,ok,
germ_sdkfz_222,Sd.Kfz.222,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_222.png,https://wiki.warthunder.com/unit/germ_sdkfz_222,2026-07-02T18:42:36.210809+00:00,ok,
germ_sdkfz_234_1,Sd.Kfz.234/1,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_234_1.png,https://wiki.warthunder.com/unit/germ_sdkfz_234_1,2026-07-02T18:42:38.770677+00:00,ok,
germ_sdkfz_234_2,Sd.Kfz.234/2,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_234_2.png,https://wiki.warthunder.com/unit/germ_sdkfz_234_2,2026-07-02T18:42:40.961302+00:00,ok,
germ_sdkfz_234_2_mod,"Sd.Kfz.234/2 ""Biene""",https://static.encyclopedia.warthunder.com/images/germ_sdkfz_234_2_mod.png,https://wiki.warthunder.com/unit/germ_sdkfz_234_2_mod,2026-07-02T18:42:42.806957+00:00,ok,
germ_sdkfz_234_2_td,Sd.Kfz.234/2 TD,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_234_2_td.png,https://wiki.warthunder.com/unit/germ_sdkfz_234_2_td,2026-07-02T18:42:45.016037+00:00,ok,
germ_sdkfz_234_3,Sd.Kfz.234/3,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_234_3.png,https://wiki.warthunder.com/unit/germ_sdkfz_234_3,2026-07-02T18:42:47.578507+00:00,ok,
germ_sdkfz_234_4,Sd.Kfz.234/4,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_234_4.png,https://wiki.warthunder.com/unit/germ_sdkfz_234_4,2026-07-02T18:42:49.581349+00:00,ok,
germ_sdkfz_251_10,Sd.Kfz.251/10,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_251_10.png,https://wiki.warthunder.com/unit/germ_sdkfz_251_10,2026-07-02T18:42:52.312135+00:00,ok,
germ_sdkfz_251_21,Sd.Kfz.251/21,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_251_21.png,https://wiki.warthunder.com/unit/germ_sdkfz_251_21,2026-07-02T18:42:54.297964+00:00,ok,
germ_sdkfz_251_22,Sd.Kfz.251/22,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_251_22.png,https://wiki.warthunder.com/unit/germ_sdkfz_251_22,2026-07-02T18:42:56.393645+00:00,ok,
germ_sdkfz_251_9,Sd.Kfz.251/9,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_251_9.png,https://wiki.warthunder.com/unit/germ_sdkfz_251_9,2026-07-02T18:42:58.830351+00:00,ok,
germ_sdkfz_6_2_flak36,Sd.Kfz. 6/2,https://static.encyclopedia.warthunder.com/images/germ_sdkfz_6_2_flak36.png,https://wiki.warthunder.com/unit/germ_sdkfz_6_2_flak36,2026-07-02T18:43:00.913075+00:00,ok,
germ_sdkfz_9_flak37,"8,8 cm Flak 37 Sfl.",https://static.encyclopedia.warthunder.com/images/germ_sdkfz_9_flak37.png,https://wiki.warthunder.com/unit/germ_sdkfz_9_flak37,2026-07-02T18:43:03.102758+00:00,ok,
germ_sk105_a2,JaPz.K A2,https://static.encyclopedia.warthunder.com/images/germ_sk105_a2.png,https://wiki.warthunder.com/unit/germ_sk105_a2,2026-07-02T18:43:05.102048+00:00,ok,
germ_sppz2_luchs_a2,Luchs A2,https://static.encyclopedia.warthunder.com/images/germ_sppz2_luchs_a2.png,https://wiki.warthunder.com/unit/germ_sppz2_luchs_a2,2026-07-02T18:43:07.537403+00:00,ok,
germ_spz_12_3,SPz 12-3 LGS,https://static.encyclopedia.warthunder.com/images/germ_spz_12_3.png,https://wiki.warthunder.com/unit/germ_spz_12_3,2026-07-02T18:43:10.118811+00:00,ok,
germ_spz_oerlikon_raketenautomat,Raketenautomat,https://static.encyclopedia.warthunder.com/images/germ_spz_oerlikon_raketenautomat.png,https://wiki.warthunder.com/unit/germ_spz_oerlikon_raketenautomat,2026-07-02T18:43:12.157210+00:00,ok,
germ_stug_III_ausf_A,StuG III A,https://static.encyclopedia.warthunder.com/images/germ_stug_iii_ausf_a.png,https://wiki.warthunder.com/unit/germ_stug_III_ausf_A,2026-07-02T18:43:14.584904+00:00,ok,
germ_stug_III_ausf_F,StuG III F,https://static.encyclopedia.warthunder.com/images/germ_stug_iii_ausf_f.png,https://wiki.warthunder.com/unit/germ_stug_III_ausf_F,2026-07-02T18:43:16.636560+00:00,ok,
germ_stug_III_ausf_G,StuG III G,https://static.encyclopedia.warthunder.com/images/germ_stug_iii_ausf_g.png,https://wiki.warthunder.com/unit/germ_stug_III_ausf_G,2026-07-02T18:43:19.348715+00:00,ok,
germ_stuh_III_ausf_G,StuH 42 G,https://static.encyclopedia.warthunder.com/images/germ_stuh_iii_ausf_g.png,https://wiki.warthunder.com/unit/germ_stuh_III_ausf_G,2026-07-02T18:43:21.312896+00:00,ok,
germ_sturmmorser_sturmtiger,38 cm Sturmmörser,https://static.encyclopedia.warthunder.com/images/germ_sturmmorser_sturmtiger.png,https://wiki.warthunder.com/unit/germ_sturmmorser_sturmtiger,2026-07-02T18:43:23.753979+00:00,ok,
germ_sturmpanzer_II,Sturmpanzer II,https://static.encyclopedia.warthunder.com/images/germ_sturmpanzer_ii.png,https://wiki.warthunder.com/unit/germ_sturmpanzer_II,2026-07-02T18:43:26.026254+00:00,ok,
germ_sturmpanzer_IV_brummbar,Brummbär,https://static.encyclopedia.warthunder.com/images/germ_sturmpanzer_iv_brummbar.png,https://wiki.warthunder.com/unit/germ_sturmpanzer_IV_brummbar,2026-07-02T18:43:28.315645+00:00,ok,
germ_t_34_747,T 34 747 (r),https://static.encyclopedia.warthunder.com/images/germ_t_34_747.png,https://wiki.warthunder.com/unit/germ_t_34_747,2026-07-02T18:43:30.449482+00:00,ok,
germ_th_400,R400,https://static.encyclopedia.warthunder.com/images/germ_th_400.png,https://wiki.warthunder.com/unit/germ_th_400,2026-07-02T18:43:33.048987+00:00,ok,
germ_th_800_bismark,Class 3 (P),https://static.encyclopedia.warthunder.com/images/germ_th_800_bismark.png,https://wiki.warthunder.com/unit/germ_th_800_bismark,2026-07-02T18:43:35.319122+00:00,ok,
germ_thyssen_henschel_tam,TAM,https://static.encyclopedia.warthunder.com/images/germ_thyssen_henschel_tam.png,https://wiki.warthunder.com/unit/germ_thyssen_henschel_tam,2026-07-02T18:43:38.008226+00:00,ok,
germ_thyssen_henschel_tam_2c,TAM 2C,https://static.encyclopedia.warthunder.com/images/germ_thyssen_henschel_tam_2c.png,https://wiki.warthunder.com/unit/germ_thyssen_henschel_tam_2c,2026-07-02T18:43:40.532504+00:00,ok,
germ_thyssen_henschel_tam_2ip,TAM 2IP,https://static.encyclopedia.warthunder.com/images/germ_thyssen_henschel_tam_2ip.png,https://wiki.warthunder.com/unit/germ_thyssen_henschel_tam_2ip,2026-07-02T18:43:43.167962+00:00,ok,
germ_vilkas,Vilkas,https://static.encyclopedia.warthunder.com/images/germ_vilkas.png,https://wiki.warthunder.com/unit/germ_vilkas,2026-07-02T18:43:45.645239+00:00,ok,
germ_vk_3002m,VK 3002 (M),https://static.encyclopedia.warthunder.com/images/germ_vk_3002m.png,https://wiki.warthunder.com/unit/germ_vk_3002m,2026-07-02T18:43:47.877847+00:00,ok,
germ_vsw_flak_41,VFW,https://static.encyclopedia.warthunder.com/images/germ_vsw_flak_41.png,https://wiki.warthunder.com/unit/germ_vsw_flak_41,2026-07-02T18:43:50.221034+00:00,ok,
germ_vt_1_2,VT1-2,https://static.encyclopedia.warthunder.com/images/germ_vt_1_2.png,https://wiki.warthunder.com/unit/germ_vt_1_2,2026-07-02T18:43:52.547572+00:00,ok,
germ_waffentrager_krupp_steyr,Waffenträger,https://static.encyclopedia.warthunder.com/images/germ_waffentrager_krupp_steyr.png,https://wiki.warthunder.com/unit/germ_waffentrager_krupp_steyr,2026-07-02T18:43:54.655337+00:00,ok,
germ_wiesel_1_mk20,Wiesel 1A4,https://static.encyclopedia.warthunder.com/images/germ_wiesel_1_mk20.png,https://wiki.warthunder.com/unit/germ_wiesel_1_mk20,2026-07-02T18:43:57.136713+00:00,ok,
germ_wiesel_1_tow,Wiesel 1A2,https://static.encyclopedia.warthunder.com/images/germ_wiesel_1_tow.png,https://wiki.warthunder.com/unit/germ_wiesel_1_tow,2026-07-02T18:43:59.575816+00:00,ok,
germ_wiesel_2_adwc,Ozelot,https://static.encyclopedia.warthunder.com/images/germ_wiesel_2_adwc.png,https://wiki.warthunder.com/unit/germ_wiesel_2_adwc,2026-07-02T18:44:01.726365+00:00,ok,
il_aml_90,AML-90,https://static.encyclopedia.warthunder.com/images/il_aml_90.png,https://wiki.warthunder.com/unit/il_aml_90,2026-07-02T18:44:04.374749+00:00,ok,
il_amx_13_75,AMX-13,https://static.encyclopedia.warthunder.com/images/il_amx_13_75.png,https://wiki.warthunder.com/unit/il_amx_13_75,2026-07-02T18:44:06.924386+00:00,ok,
il_centurion_mk_5_shot,Sho't,https://static.encyclopedia.warthunder.com/images/il_centurion_mk_5_shot.png,https://wiki.warthunder.com/unit/il_centurion_mk_5_shot,2026-07-02T18:44:09.306770+00:00,ok,
